,Provincia,Partido,Localidad,Link Indec,Hasta 512 kbps,Entre 512 Kbps y 1 Mbps,Entre 1 Mbps y 6 Mbps,Entre 6 Mbps y 10 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Mas de 30 Mbps,Otros
995,CORDOBA,General Roca,Del Campillo,14035010,1,0,1021,204,12,2,2,0
996,CORDOBA,General Roca,Hipólito Bouchard,14035030,1,0,0,0,0,0,0,0
997,CORDOBA,General Roca,Huinca Renancó,14035040,0,40,2447,374,102,0,0,0
998,CORDOBA,General Roca,ITALÓ,14035050,0,0,0,0,0,0,0,171
999,CORDOBA,General Roca,PINCÉN,14035090,0,0,0,0,0,0,0,9
1000,CORDOBA,General Roca,Santa Magdalena (Est. Jovita),14035110,0,0,1653,0,265,0,0,0
1001,CORDOBA,General Roca,Villa Huidobro,14035120,1,1208,680,0,2,0,0,0
1002,CORDOBA,General Roca,Villa Valeria,14035140,1,0,484,435,0,0,0,0
1003,CORDOBA,General San Martín,Arroyo Algodón,14042010,0,0,350,35,0,0,0,1
1004,CORDOBA,General San Martín,Arroyo Cabral,14042020,1,0,642,2,27,2,0,2
1005,CORDOBA,General San Martín,Ausonia,14042030,0,0,0,0,0,0,0,2
1006,CORDOBA,General San Martín,Chazón,14042040,0,0,330,18,61,0,0,0
1007,CORDOBA,General San Martín,Etruria,14042050,1,1,5,24,4,0,0,0
1008,CORDOBA,General San Martín,La Laguna,14042060,0,0,303,211,10,0,0,0
1009,CORDOBA,General San Martín,La Palestina,14042070,0,0,0,0,0,0,0,1
1010,CORDOBA,General San Martín,La Playosa,14042080,1,0,302,412,5,0,0,0
1011,CORDOBA,General San Martín,Pasco,14042110,0,0,0,0,0,0,0,1
1012,CORDOBA,General San Martín,Silvio Pellico,14042130,0,0,76,22,117,0,0,0
1013,CORDOBA,General San Martín,Ticino,14042140,1,0,0,663,0,0,0,8
1014,CORDOBA,General San Martín,Tío Pujio,14042150,0,7,503,51,53,3,0,2
1015,CORDOBA,General San Martín,Villa María,14042170,0,114,813,725,675,47,10408,3907
1016,CORDOBA,General San Martín,Villa Nueva,14042180,1,9,282,556,153,1,137,1959
1017,CORDOBA,Ischilín,Chuña,14049030,2,0,102,0,0,0,0,0
1018,CORDOBA,Ischilín,Copacabana,14049040,0,0,12,0,0,0,0,0
1019,CORDOBA,Ischilín,Deán Funes,14049050,1,13,505,1138,1648,457,625,1
1020,CORDOBA,Ischilín,Esquina del Alambre,14049060,0,0,0,2,0,0,0,0
1021,CORDOBA,Ischilín,Los Chañaritos,14049120,0,0,100,0,0,0,0,0
1022,CORDOBA,Ischilín,Olivares de San Nicolás,14049090,0,0,0,43,0,0,0,0
1023,CORDOBA,Ischilín,Quilino,14049100,0,3,34,129,30,0,86,0
1024,CORDOBA,Ischilín,Villa Quilino,14049130,0,0,0,0,0,0,30,0
1025,CORDOBA,Juárez Celman,Alejandro Roca (Est. Alejandro),14056010,0,5,145,286,255,0,0,0
1026,CORDOBA,Juárez Celman,Bengolea,14056030,0,0,0,269,0,0,0,0
1027,CORDOBA,Juárez Celman,Carnerillo,14056040,1,0,165,186,505,0,23,2
1028,CORDOBA,Juárez Celman,Charras,14056050,0,0,12,1,0,0,0,0
1029,CORDOBA,Juárez Celman,General Cabrera,14056070,0,5,177,600,101,0,0,0
1030,CORDOBA,Juárez Celman,General Deheza,14056080,0,0,721,371,2663,834,86,71
1031,CORDOBA,Juárez Celman,Huanchillas,14056090,0,0,0,0,1,0,0,1
1032,CORDOBA,Juárez Celman,La Carlota,14056100,0,13,181,641,69,0,0,0
1033,CORDOBA,Juárez Celman,Los Cisnes,14056110,0,0,188,61,0,0,0,0
1034,CORDOBA,Juárez Celman,Olaeta,14056120,0,0,65,0,0,0,0,0
1035,CORDOBA,Juárez Celman,Santa Eufemia,14056150,1,0,46,637,0,0,0,11
1036,CORDOBA,Juárez Celman,Ucacha,14056160,0,1,29,1892,10,0,0,1
1037,CORDOBA,Juárez Celman,Villa Reducción,14056170,0,0,217,14,1,0,0,0
1038,CORDOBA,Marcos Juárez,Alejo Ledesma,14063010,3,0,79,0,0,0,0,1
1039,CORDOBA,Marcos Juárez,Arias,14063020,0,7,108,301,26,0,0,0
1040,CORDOBA,Marcos Juárez,Camilo Aldao,14063030,1,0,991,158,3,0,0,0
1041,CORDOBA,Marcos Juárez,Capitán General Bernardo O'Higgins,14063040,0,0,143,0,30,0,0,0
1042,CORDOBA,Marcos Juárez,Cavanagh,14063050,0,0,275,47,0,0,0,0
1043,CORDOBA,Marcos Juárez,Colonia Italiana,14063070,0,0,199,0,0,0,0,0
1044,CORDOBA,Marcos Juárez,Corral de Bustos,14063090,0,4,4591,2292,43,1238,21,1
1045,CORDOBA,Marcos Juárez,Cruz Alta,14063100,1,4,85,472,95,0,0,1
1046,CORDOBA,Marcos Juárez,General Baldissera,14063110,1,0,451,0,0,0,0,0
1047,CORDOBA,Marcos Juárez,General Roca,14063120,2,0,7,51,46,1058,25,0
1048,CORDOBA,Marcos Juárez,Guatimozín,14063130,1,0,0,0,828,6,0,593
1049,CORDOBA,Marcos Juárez,Inriville,14063140,0,0,98,181,30,0,0,0
1050,CORDOBA,Marcos Juárez,Isla Verde,14063150,0,0,702,116,99,20,15,0
1051,CORDOBA,Marcos Juárez,Leones,14063160,0,4,56,63,62,0,499,0
1052,CORDOBA,Marcos Juárez,Los Surgentes,14063170,1,0,747,14,3,0,0,0
1053,CORDOBA,Marcos Juárez,Marcos Juárez,14063180,0,8,264,108,295,3670,1355,10
1054,CORDOBA,Marcos Juárez,Monte Buey,14063190,0,0,1563,0,0,0,0,0
1055,CORDOBA,Marcos Juárez,Saira,14063210,0,0,0,0,0,255,0,0
1056,CORDOBA,Marcos Juárez,Villa Elisa,14063230,0,17,190,343,479,2,0,0
1057,CORDOBA,Minas,Ciénaga del Coro,14070010,0,0,64,25,0,0,0,0
1058,CORDOBA,Minas,El Chacho,14070020,0,0,25,1,0,0,0,0
1059,CORDOBA,Minas,Estancia de Guadalupe,14070030,0,0,35,0,0,0,0,0
1060,CORDOBA,Minas,La Playa,14070050,0,0,43,10,0,0,0,0
1061,CORDOBA,Minas,San Carlos Minas,14070060,0,0,312,149,32,0,0,0
1062,CORDOBA,Minas,Tosno,14070080,0,0,29,0,0,0,0,0
1063,CORDOBA,OTROS,OTROS,Sin Datos,0,1,267,4,1,0,0,2315
1064,CORDOBA,Pocho,Chancani,14077010,0,0,85,0,12,0,0,0
1065,CORDOBA,Pocho,Las Palmas,14077020,0,0,9,0,0,0,0,0
1066,CORDOBA,Pocho,Los Talares,14077030,0,0,39,0,0,0,0,0
1067,CORDOBA,Pocho,Salsacate,14077040,1,0,326,101,31,0,0,0
1068,CORDOBA,Pocho,San Gerónimo,14077050,0,0,11,0,0,0,0,0
1069,CORDOBA,Pocho,Tala Cañada,14077060,0,0,39,0,0,0,0,0
1070,CORDOBA,Pocho,Taninga,14077070,0,0,19,0,0,0,0,0
1071,CORDOBA,Pocho,Villa de Pocho,14077080,0,0,40,0,0,0,0,0
1072,CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,0,9,1499,696,364,22,7,1
1073,CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,1,0,430,19,1,0,1,0
1074,CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,0,26,770,548,174,2,422,735
1075,CORDOBA,Presidente Roque Sáenz Peña,Leguizamón,14084040,0,0,0,1,0,0,0,0
1076,CORDOBA,Presidente Roque Sáenz Peña,Melo,14084050,0,0,410,1,0,0,0,0
1077,CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,14084060,0,0,0,28,1,0,0,0
1078,CORDOBA,Presidente Roque Sáenz Peña,Rosales,14084070,0,0,109,23,0,0,0,0
1079,CORDOBA,Presidente Roque Sáenz Peña,Serrano,14084090,1,0,1113,0,1,0,0,0
1080,CORDOBA,Punilla,Bialet Massé,14091020,0,6,458,581,109,0,0,0
1081,CORDOBA,Punilla,Cabalango,14091030,0,1,195,10,1,0,0,0
1082,CORDOBA,Punilla,Capilla del Monte,14091040,0,17,899,1143,142,0,0,91
1083,CORDOBA,Punilla,Casa Grande,14091050,0,6,38,9,0,0,0,4
1084,CORDOBA,Punilla,Charbonier,14091060,0,0,87,2,0,0,0,13
1085,CORDOBA,Punilla,Cosquín,14091070,0,21,756,452,152,2,398,1
1086,CORDOBA,Punilla,Cuesta Blanca,14091080,0,1,36,1,2,0,0,0
1087,CORDOBA,Punilla,Estancia Vieja,14091090,0,3,197,15,1,0,0,0
1088,CORDOBA,Punilla,Huerta Grande,14091100,0,2,24,6,0,0,39,4
1089,CORDOBA,Punilla,La Cumbre,14091110,0,6,454,615,84,0,0,8
1090,CORDOBA,Punilla,La Falda,14091120,0,45,453,407,159,5,495,0
1091,CORDOBA,Punilla,Las Jarillas,14091130,0,0,4,0,0,0,0,0
1092,CORDOBA,Punilla,Los Cocos,14091140,0,0,48,206,0,0,0,3
1093,CORDOBA,Punilla,Mayu Sumaj,14091160,0,1,39,8,1,0,17,0
1094,CORDOBA,Punilla,San Antonio de Arredondo,14091180,0,2,95,14,2,0,184,0
1095,CORDOBA,Punilla,San Esteban,14091190,0,0,50,44,5,0,0,4
1096,CORDOBA,Punilla,San Roque,14091200,0,6,189,37,2,0,0,0
1097,CORDOBA,Punilla,Santa María de Punilla,14091210,0,17,417,815,98,0,0,3
1098,CORDOBA,Punilla,Tala Huasi,14091220,0,0,11,2,2,0,0,0
1099,CORDOBA,Punilla,Tanti,14091230,0,0,310,60,3,0,0,225
1100,CORDOBA,Punilla,Valle Hermoso,14091240,0,14,258,613,62,0,32,0
1101,CORDOBA,Punilla,Villa Carlos Paz,14091250,2,181,1213,710,328,18,2907,0
1102,CORDOBA,Punilla,Villa Giardino,14091270,0,1,1253,17,511,6,116,1
1103,CORDOBA,Punilla,Villa Parque Siquimán,14091290,0,2,226,49,8,0,0,0
1104,CORDOBA,Punilla,Villa Río Icho Cruz,14091300,0,2,128,17,0,0,0,0
1105,CORDOBA,Punilla,Villa Santa Cruz del Lago,14091320,0,5,266,91,174,0,0,0
1106,CORDOBA,Río Cuarto,Achiras,14098010,0,0,260,29,7,0,0,0
1107,CORDOBA,Río Cuarto,Adelia María,14098020,0,0,350,84,2093,0,110,368
1108,CORDOBA,Río Cuarto,Alcira (Est. Gigena),14098030,1,4,282,728,277,17,3,0
1109,CORDOBA,Río Cuarto,ALPA CORRAL,14098040,0,0,0,0,0,0,0,160
1110,CORDOBA,Río Cuarto,Berrotarán,14098050,0,3,1819,463,71,0,1,40
1111,CORDOBA,Río Cuarto,Bulnes,14098060,1,0,50,0,0,0,0,0
1112,CORDOBA,Río Cuarto,Chaján,14098070,1,0,0,0,0,0,0,0
1113,CORDOBA,Río Cuarto,Chucul,14098080,0,1,77,12,2,0,0,3
1114,CORDOBA,Río Cuarto,Coronel Baigorria,14098090,0,0,0,0,0,0,0,1
1115,CORDOBA,Río Cuarto,Coronel Moldes,14098100,0,4,83,323,28,0,0,1340
1116,CORDOBA,Río Cuarto,Elena,14098110,0,0,107,663,30,0,1,1
1117,CORDOBA,Río Cuarto,La Carolina,14098120,2,0,58,13,1,0,0,0
1118,CORDOBA,Río Cuarto,Las Acequias,14098150,0,0,422,1,0,0,0,0
1119,CORDOBA,Río Cuarto,LAS ALBAHACAS,14098160,0,0,3,5,0,0,0,14
1120,CORDOBA,Río Cuarto,Las Higueras,14098170,0,1,445,382,75,0,21,0
1121,CORDOBA,Río Cuarto,Las Peñas,14098180,0,0,27,7,0,0,0,0
1122,CORDOBA,Río Cuarto,Las Vertientes,14098190,0,0,31,38,2,0,0,0
1123,CORDOBA,Río Cuarto,OTROS,Sin Datos,0,0,0,0,0,0,0,31
1124,CORDOBA,Río Cuarto,Río Cuarto,14098230,3,154,1699,2807,2282,81,15349,12
1125,CORDOBA,Río Cuarto,Sampacho,14098240,0,2,269,467,56,0,0,1074
1126,CORDOBA,Río Cuarto,San Basilio,14098250,1,0,551,0,350,0,0,1
1127,CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),14098260,0,2,42,343,63,0,0,0
1128,CORDOBA,Río Cuarto,Vicuña Mackenna,14098290,1,4,2870,352,584,0,0,1
1129,CORDOBA,Río Cuarto,VILLA EL CHACAY,14098300,0,0,0,0,0,0,0,4
1130,CORDOBA,Río Cuarto,Washington,14098320,0,0,38,0,0,0,0,0
1131,CORDOBA,Río Primero,Cañada de Machado,14105020,0,0,11,0,0,0,0,0
1132,CORDOBA,Río Primero,Diego de Rojas,14105060,0,0,0,0,2,0,0,0
1133,CORDOBA,Río Primero,Esquina,14105090,1,0,0,0,0,0,47,0
1134,CORDOBA,Río Primero,La Para,14105110,1,0,0,1321,1,0,0,0
1135,CORDOBA,Río Primero,La Puerta,14105130,0,0,20,66,15,0,0,0
1136,CORDOBA,Río Primero,La Quinta,14105140,0,0,0,21,0,0,0,0
1137,CORDOBA,Río Primero,Montecristo,14105190,1,0,996,437,242,42,16,1
1138,CORDOBA,Río Primero,OTROS,Sin Datos,0,0,20,0,0,0,0,0
1139,CORDOBA,Río Primero,Piquillín,14105210,0,0,19,105,24,0,0,0
1140,CORDOBA,Río Primero,Río Primero,14105240,0,4,1845,157,52,0,0,0
1141,CORDOBA,Río Primero,Santa Rosa de Río Primero,14105260,0,0,964,0,0,522,5,17
1142,CORDOBA,Río Primero,Villa Fontana,14105270,0,0,0,255,0,150,0,0
1143,CORDOBA,Río Seco,Cerro Colorado,14112010,0,34,26,0,0,0,0,0
1144,CORDOBA,Río Seco,Rayo Cortado,14112080,0,35,22,0,0,0,0,0
1145,CORDOBA,Río Seco,Sebastián Elcano,14112110,0,0,0,2,0,0,0,0
1146,CORDOBA,Río Seco,Villa de María,14112130,0,534,745,0,0,0,0,0
1147,CORDOBA,Río Segundo,Calchín,14119010,0,0,802,156,0,0,0,27
1148,CORDOBA,Río Segundo,Capilla del Carmen,14119030,0,0,1,0,158,0,1,3
1149,CORDOBA,Río Segundo,Carrilobo,14119040,1,16,270,385,7,0,0,0
1150,CORDOBA,Río Segundo,Colazo,14119050,1,0,0,0,0,0,0,2
1151,CORDOBA,Río Segundo,Costasacate,14119070,0,0,209,77,4,0,0,1
1152,CORDOBA,Río Segundo,Laguna Larga,14119090,0,9,786,511,104,0,0,1
1153,CORDOBA,Río Segundo,Las Junturas,14119100,1,0,79,29,0,0,468,0
1154,CORDOBA,Río Segundo,Los Chañaritos,14119110,0,0,66,4,2,0,0,0
1155,CORDOBA,Río Segundo,Luque,14119120,0,0,17,26,6,1079,0,1
1156,CORDOBA,Río Segundo,Manfredi,14119130,0,0,11,48,10,0,0,4
1157,CORDOBA,Río Segundo,Oncativo,14119150,0,7,2783,307,50,0,0,2
1158,CORDOBA,Río Segundo,Pilar,14119160,0,139,2383,1158,172,0,0,2
1159,CORDOBA,Río Segundo,Pozo del Molle,14119170,0,0,1886,6,0,0,0,0
1160,CORDOBA,Río Segundo,Rincón,14119180,0,0,0,0,148,0,1,3
1161,CORDOBA,Río Segundo,Río Segundo,14119190,0,213,3371,1152,56,0,0,0
1162,CORDOBA,Río Segundo,Santiago Temple,14119200,1,0,714,100,9,0,0,0
1163,CORDOBA,Río Segundo,Villa del Rosario,14119210,0,6,82,69,4723,1333,112,1126
1164,CORDOBA,San Alberto,Arroyo Los Patos,14126020,0,0,8,35,20,0,0,0
1165,CORDOBA,San Alberto,El Huayco,14126030,0,1,20,40,11,0,0,0
1166,CORDOBA,San Alberto,La Cortadera,14126040,0,0,0,1,0,0,0,0
1167,CORDOBA,San Alberto,Las Calles,14126050,0,19,20,19,0,0,0,0
1168,CORDOBA,San Alberto,Las Rabonas,14126070,0,18,26,8,0,0,0,3
1169,CORDOBA,San Alberto,Mina Clavero,14126090,0,66,603,1246,320,8,0,0
1170,CORDOBA,San Alberto,Nono,14126110,0,1,115,149,126,0,0,0
1171,CORDOBA,San Alberto,San Huberto,14126130,0,0,15,15,0,0,0,0
1172,CORDOBA,San Alberto,San Lorenzo,14126140,0,0,0,20,0,0,0,0
1173,CORDOBA,San Alberto,San Pedro,14126160,0,179,122,0,108,0,0,0
1174,CORDOBA,San Alberto,San Vicente,14126170,0,0,25,1,8,0,0,0
1175,CORDOBA,San Alberto,Sauce Arriba,14126180,0,21,0,0,0,0,0,0
1176,CORDOBA,San Alberto,Villa Cura Brochero,14126200,0,0,15,167,123,0,0,0
1177,CORDOBA,San Alberto,Villa Sarmiento,14126210,0,261,96,0,67,0,0,0
1178,CORDOBA,San Javier,Conlara,14133010,0,0,23,1,0,0,0,0
1179,CORDOBA,San Javier,Cruz Caña,14133030,0,0,33,8,0,0,0,0
1180,CORDOBA,San Javier,Dos Arroyos,14133040,0,0,5,0,0,0,0,0
1181,CORDOBA,San Javier,El Pantanillo,14133050,0,0,3,0,0,0,0,1
1182,CORDOBA,San Javier,La Paz,14133060,1,120,72,64,0,0,0,12
1183,CORDOBA,San Javier,La Población,14133070,0,0,53,14,0,0,0,11
1184,CORDOBA,San Javier,La Ramada,14133080,0,0,12,2,0,0,0,0
1185,CORDOBA,San Javier,La Travesía,14133090,0,0,31,11,0,0,0,7
1186,CORDOBA,San Javier,Las Chacras,14133095,0,0,0,1,0,0,0,0
1187,CORDOBA,San Javier,Las Tapias,14133100,0,77,71,2,97,0,0,0
1188,CORDOBA,San Javier,Loma Bola,14133105,0,0,8,10,0,0,0,2
1189,CORDOBA,San Javier,Los Cerrillos,14133110,0,49,14,0,1,0,0,0
1190,CORDOBA,San Javier,Los Hornillos,14133120,0,22,69,188,30,0,0,0
1191,CORDOBA,San Javier,Los Molles,14133130,0,0,28,8,0,0,0,0
1192,CORDOBA,San Javier,Los Romeros,14133040,0,0,7,2,0,0,0,0
1193,CORDOBA,San Javier,Luyaba,14133150,0,47,50,23,0,0,0,4
1194,CORDOBA,San Javier,Quebracho Ladeado,14133155,0,0,8,2,0,0,0,0
1195,CORDOBA,San Javier,Quebrada de los Pozos,14133160,1,27,27,0,26,0,0,1
1196,CORDOBA,San Javier,San Javier y Yacanto,14133170,0,38,95,81,0,0,0,66
1197,CORDOBA,San Javier,San José,14133180,0,0,57,0,12,0,0,0
1198,CORDOBA,San Javier,Villa de las Rosas,14133190,0,26,173,43,83,0,0,4
1199,CORDOBA,San Javier,Villa Dolores,14133200,0,1465,2547,370,830,234,397,2
1200,CORDOBA,San Javier,Villa La Viña,14133210,0,0,6,0,0,0,0,0
1201,CORDOBA,San Justo,Alicia,14140010,1,0,404,585,242,37,1,1
1202,CORDOBA,San Justo,Altos de Chipión,14140020,1,0,606,0,0,0,0,0
1203,CORDOBA,San Justo,Arroyito,14140030,1,6,3703,1879,659,0,1767,1
1204,CORDOBA,San Justo,Brinkmann,14140050,0,3,92,117,31,1318,603,0
1205,CORDOBA,San Justo,Colonia Anita,14140060,0,0,4,0,0,0,0,0
1206,CORDOBA,San Justo,Colonia Las Pichanas,14140080,0,0,9,23,0,0,0,11
1207,CORDOBA,San Justo,Colonia Marina,14140090,1,0,37,0,437,40,4,1
1208,CORDOBA,San Justo,Colonia San Bartolomé,14140110,0,0,58,237,108,0,0,0
1209,CORDOBA,San Justo,Colonia Vignaud,14140150,0,0,108,0,0,17,19,0
1210,CORDOBA,San Justo,Devoto,14140160,0,3,72,417,63,0,0,1
1211,CORDOBA,San Justo,El Arañado,14140170,1,0,49,490,2,0,0,4
1212,CORDOBA,San Justo,El Fortín,14140180,0,0,52,394,37,0,0,37
1213,CORDOBA,San Justo,El Fuertecito,14140190,0,0,9,0,0,0,0,0
1214,CORDOBA,San Justo,El Tío,14140200,0,0,413,87,160,19,0,0
1215,CORDOBA,San Justo,Estación Luxardo,14140210,0,0,36,0,0,0,0,0
1216,CORDOBA,San Justo,Freyre,14140220,0,152,1233,832,301,143,29,0
1217,CORDOBA,San Justo,La Francia,14140230,0,0,663,14,474,78,5,0
1218,CORDOBA,San Justo,La Paquita,14140240,0,0,295,43,10,0,0,0
1219,CORDOBA,San Justo,La Tordilla,14140250,0,0,446,34,0,0,0,0
1220,CORDOBA,San Justo,Las Varas,14140260,0,0,0,148,9,0,2,0
1221,CORDOBA,San Justo,Las Varillas,14140270,1,8,211,6803,27,0,333,0
1222,CORDOBA,San Justo,Marull,14140280,1,0,0,126,18,592,35,0
1223,CORDOBA,San Justo,Miramar,14140290,0,0,484,0,550,94,0,0
1224,CORDOBA,San Justo,Morteros,14140300,0,2,540,126,81,0,4727,432
1225,CORDOBA,San Justo,Plaza Luxardo,14140310,0,0,6,0,0,0,0,0
1226,CORDOBA,San Justo,Plaza San Francisco,14140320,0,0,9,0,0,0,0,0
1227,CORDOBA,San Justo,Porteña,14140330,0,0,873,902,172,5,5,40
1228,CORDOBA,San Justo,Quebracho Herrado,14140340,0,0,0,0,0,0,0,22
1229,CORDOBA,San Justo,Sacanta,14140350,1,0,1140,95,53,0,12,0
1230,CORDOBA,San Justo,San Francisco,14140360,0,186,1244,1136,420,9,1893,1225
1231,CORDOBA,San Justo,Saturnino María Laspiur,14140370,1,254,476,21,7,0,0,0
1232,CORDOBA,San Justo,Seeber,14140380,0,0,66,0,0,0,0,0
1233,CORDOBA,San Justo,Toro Pujio,14140390,0,0,65,12,0,0,0,0
1234,CORDOBA,San Justo,Transito,Sin Datos,0,0,0,0,0,0,42,0
1235,CORDOBA,San Justo,Tránsito,14140400,0,0,67,1014,95,0,68,0
1236,CORDOBA,San Justo,Villa Concepción del Tío,14140420,0,0,314,43,20,0,0,0
1237,CORDOBA,San Justo,Villa del Tránsito,14140430,0,0,0,45,6,0,0,0
1238,CORDOBA,San Justo,Villa San Esteban,14140440,0,0,24,4,0,0,0,0
1239,CORDOBA,Santa María,Alta Gracia,14147010,0,30,1261,1130,2292,46,298,0
1240,CORDOBA,Santa María,Anisacate,14147020,0,21,285,169,23,0,0,0
1241,CORDOBA,Santa María,Despeñaderos,14147080,0,1,1449,94,0,0,0,0
1242,CORDOBA,Santa María,José de la Quintana,14147115,0,6,6,1,0,0,0,0
1243,CORDOBA,Santa María,La Carbonada,14147130,0,93,959,1651,147,0,0,0
1244,CORDOBA,Santa María,La Cumbrecita,14147280,0,0,2,0,0,0,0,0
1245,CORDOBA,Santa María,La Donosa,14147280,0,0,74,0,0,0,0,0
1246,CORDOBA,Santa María,La Paisanita,14147150,0,0,3,21,8,0,0,0
1247,CORDOBA,Santa María,Malagueño,14147210,0,2,769,222,34,0,0,0
1248,CORDOBA,Santa María,Monte Ralo,14147220,0,18,7,2,0,0,0,0
1249,CORDOBA,Santa María,Potrero de Garay,14147230,0,0,338,564,54,0,0,0
1250,CORDOBA,Santa María,San Nicolás,14147260,0,0,1,2,2,0,0,0
1251,CORDOBA,Santa María,Toledo,14147280,0,0,664,19,1,0,0,0
1252,CORDOBA,Santa María,Valle de Anisacate,14147300,0,0,62,0,0,0,0,0
1253,CORDOBA,Santa María,Villa Ciudad de América (Loteo Diego de Rojas),14147310,0,0,90,159,17,0,0,0
1254,CORDOBA,Santa María,Villa del Prado,14147320,0,0,49,0,0,0,0,0
1255,CORDOBA,Santa María,Villa La Bolsa,14147330,0,0,53,0,0,0,0,0
1256,CORDOBA,Santa María,Villa Los Aromos,14147340,0,0,69,85,3,0,0,0
1257,CORDOBA,Santa María,Villa Parque Santa Ana,14147350,0,0,38,182,40,0,0,0
1258,CORDOBA,Santa María,Villa San Isidro - José de la Quintana,14147360,0,5,60,1,0,0,0,0
1259,CORDOBA,Sobremonte,Caminiaga,14154010,0,0,0,1,0,0,0,0
1260,CORDOBA,Sobremonte,San Francisco del Chañar,14154050,1,0,0,0,2,0,0,0
1261,CORDOBA,Tercero Arriba,Almafuerte,14161010,0,7,526,1695,1345,131,238,0
1262,CORDOBA,Tercero Arriba,Colonia Almada,14161020,0,0,0,0,0,1,0,0
1263,CORDOBA,Tercero Arriba,Corralito,14161030,1,0,46,20,20,95,7,267
1264,CORDOBA,Tercero Arriba,Dalmacio Vélez,14161040,0,0,428,3,29,0,0,0
1265,CORDOBA,Tercero Arriba,General Fotheringham,14161050,0,0,42,25,3,0,0,0
1266,CORDOBA,Tercero Arriba,Hernando,14161060,0,2,2506,746,125,0,3,3
1267,CORDOBA,Tercero Arriba,James Craik,14161070,0,3,1074,364,68,12,0,2
1268,CORDOBA,Tercero Arriba,Las Isletillas,14161080,0,0,8,0,0,0,0,0
1269,CORDOBA,Tercero Arriba,Las Perdices,14161090,1,0,707,226,35,0,0,0
1270,CORDOBA,Tercero Arriba,Oliva,14161110,0,6,221,1990,405,889,10,2
1271,CORDOBA,Tercero Arriba,Pampayasta Norte,14161120,0,0,0,1,0,0,0,0
1272,CORDOBA,Tercero Arriba,Pampayasta Sur,14161130,1,0,0,0,3,0,0,0
1273,CORDOBA,Tercero Arriba,Punta del Agua,14161140,0,0,0,0,0,0,1,0
1274,CORDOBA,Tercero Arriba,Río Tercero,14161150,0,23,440,729,132,9,1182,2
1275,CORDOBA,Tercero Arriba,Tancacha,14161160,1,0,46,1441,12,0,0,0
1276,CORDOBA,Tercero Arriba,Villa Ascasubi,14161170,0,0,396,405,11,0,0,0
1277,CORDOBA,Totoral,Las Peñas,14168060,0,150,81,31,0,0,0,0
1278,CORDOBA,Totoral,Sarmiento,14168090,0,0,10,39,16,0,0,0
1279,CORDOBA,Totoral,Sinsacate,14168110,0,3,46,12,4,5,614,1
1280,CORDOBA,Totoral,Villa del Totoral,14168120,0,0,563,2325,33,359,61,0
1281,CORDOBA,Tulumba,Las Arrias,14175050,0,0,0,7,0,0,0,0
1282,CORDOBA,Tulumba,Rosario del Saladillo,14175070,0,0,0,0,1,0,0,0
1283,CORDOBA,Tulumba,San José de la Dormida,14175080,1,1,276,104,0,0,0,0
1284,CORDOBA,Tulumba,San Pedro Norte,14175100,0,30,30,0,0,0,0,0
1285,CORDOBA,Tulumba,Villa Tulumba,14175110,0,96,73,2,0,0,0,0
1286,CORDOBA,Unión,Alto Alegre,14182020,0,0,0,164,132,0,0,0
1287,CORDOBA,Unión,Ballesteros,14182040,0,0,612,108,11,0,0,1
1288,CORDOBA,Unión,Ballesteros Sur,14182050,0,0,70,1,0,0,0,0
1289,CORDOBA,Unión,Bell Ville,14182060,0,30,227,176,125,2824,1036,26
1290,CORDOBA,Unión,Benjamín Gould,14182070,0,0,76,0,0,0,0,0
1291,CORDOBA,Unión,Canals,14182080,0,2,449,113,534,0,8,0
1292,CORDOBA,Unión,Chilibroste,14182090,0,0,150,2,0,0,0,1
1293,CORDOBA,Unión,Cintra,14182100,1,0,374,17,0,0,0,1
1294,CORDOBA,Unión,Colonia Bismarck,14182110,0,0,22,0,0,0,0,0
1295,CORDOBA,Unión,Idiazabal,14182130,1,0,420,23,9,7,0,2
1296,CORDOBA,Unión,Justiniano Posse,14182140,0,0,0,1,2680,160,28,1
1297,CORDOBA,Unión,Laborde,14182150,0,0,28,68,73,0,0,0
1298,CORDOBA,Unión,Monte Maíz,14182170,0,0,1518,1150,71,0,4,36
1299,CORDOBA,Unión,Morrison,14182180,0,0,387,174,166,0,0,440
1300,CORDOBA,Unión,Noetinger,14182190,0,0,720,265,150,0,0,4
1301,CORDOBA,Unión,Ordóñez,14182200,0,0,241,514,130,0,12,0
1302,CORDOBA,Unión,Pascanas,14182210,0,0,0,256,0,0,0,0
1303,CORDOBA,Unión,Pueblo Italiano,14182220,1,0,76,2,0,0,0,0
1304,CORDOBA,Unión,Ramón J. Cárcano,14182230,0,0,20,0,0,0,0,0
1305,CORDOBA,Unión,San Antonio de Litín,14182240,0,0,421,7,0,0,0,1
1306,CORDOBA,Unión,San Marcos,14182250,0,1,15,80,22,0,0,3
1307,CORDOBA,Unión,Viamonte,14182270,0,0,4,19,6,0,0,0
