,provincia,departamento,localidad,geometry
259,Buenos Aires,General Villegas,General Villegas,MULTIPOINT ((-63.369405538479604 -34.674016042965086))
260,Buenos Aires,General Villegas,General Villegas,MULTIPOINT ((-63.195653814188134 -34.78351392872082))
261,Buenos Aires,General Villegas,General Villegas,MULTIPOINT ((-63.01502564755387 -35.0326342651802))
262,Buenos Aires,General Villegas,General Villegas,MULTIPOINT ((-63.12221196495923 -35.04896658196413))
263,Buenos Aires,General Villegas,General Villegas,MULTIPOINT ((-62.35163065733461 -34.57919847750854))
264,Buenos Aires,General Villegas,General Villegas,MULTIPOINT ((-62.98592021041307 -34.76721632048118))
265,Buenos Aires,General Villegas,General Villegas,MULTIPOINT ((-62.695580541750644 -34.69450827196131))
266,Buenos Aires,General Villegas,General Villegas,MULTIPOINT ((-63.173340455628846 -34.549560645526626))
267,Buenos Aires,General Villegas,General Villegas,MULTIPOINT ((-62.64927442170774 -34.45997221307181))
268,Buenos Aires,General Villegas,General Villegas,MULTIPOINT ((-63.36865216046811 -35.28585742091695))
269,Buenos Aires,Guaminí,Guaminí,MULTIPOINT ((-62.540308803572394 -37.082157218597594))
270,Buenos Aires,Guaminí,Guaminí,MULTIPOINT ((-62.60440860670967 -36.56189722689734))
271,Buenos Aires,Guaminí,Guaminí,MULTIPOINT ((-62.42224973794957 -37.010920943112936))
272,Buenos Aires,Guaminí,Guaminí,MULTIPOINT ((-62.24796612108241 -36.80756356449252))
273,Buenos Aires,Hipólito Yrigoyen,Hipólito Yrigoyen,MULTIPOINT ((-61.71856238517954 -36.29817712400633))
274,Buenos Aires,Hipólito Yrigoyen,Hipólito Yrigoyen,MULTIPOINT ((-61.410898387535546 -36.08755754385243))
275,Buenos Aires,Hurlingham,Hurlingham,MULTIPOINT ((-58.63744102594099 -34.58987188393793))
276,Buenos Aires,Ituzaingó,Ituzaingó,MULTIPOINT ((-58.66616751329248 -34.6603884942507))
277,Buenos Aires,José C. Paz,José C. Paz,MULTIPOINT ((-58.75194350277795 -34.52319384316917))
278,Buenos Aires,Junín,Junín,MULTIPOINT ((-60.86489881644996 -34.50725403541268))
279,Buenos Aires,Junín,Junín,MULTIPOINT ((-61.06649810318079 -34.45784091754405))
280,Buenos Aires,Junín,Junín,MULTIPOINT ((-61.01868332330499 -34.660896432880755))
281,Buenos Aires,Junín,Junín,MULTIPOINT ((-61.12850118234457 -34.34453605966287))
282,Buenos Aires,Junín,Junín,MULTIPOINT ((-60.94643096923723 -34.59394174283531))
283,Buenos Aires,Junín,Junín,MULTIPOINT ((-60.84853165883681 -34.657277802124725))
284,Buenos Aires,Junín,Junín,MULTIPOINT ((-61.158266395705276 -34.723128738065284))
285,Buenos Aires,Junín,Junín,MULTIPOINT ((-60.840939011492864 -34.75971054752773))
286,Buenos Aires,Junín,Junín,MULTIPOINT ((-61.074208603856974 -34.57282786590112))
287,Buenos Aires,La Costa,La Costa,MULTIPOINT ((-56.70497194294973 -36.488340582100946))
288,Buenos Aires,La Costa,La Costa,MULTIPOINT ((-56.68111925227627 -36.697132932863724))
289,Buenos Aires,La Costa,La Costa,MULTIPOINT ((-56.7256793076295 -36.35419312525534))
290,Buenos Aires,La Costa,La Costa,MULTIPOINT ((-56.68989844934206 -36.58142131656891))
291,Buenos Aires,La Matanza,La Matanza,MULTIPOINT ((-58.56100824068658 -34.677606720449326))
292,Buenos Aires,Lanús,Lanús,MULTIPOINT ((-58.39112772813021 -34.70755534369265))
293,Buenos Aires,La Plata,La Plata,MULTIPOINT ((-58.136501214214626 -35.080682405557035))
294,Buenos Aires,La Plata,La Plata,MULTIPOINT ((-57.83978745450102 -35.03516566740411))
295,Buenos Aires,La Plata,La Plata,MULTIPOINT ((-57.95450264518635 -34.9213519183204))
296,Buenos Aires,La Plata,La Plata,MULTIPOINT ((-57.84123357256187 -34.9517977258432))
297,Buenos Aires,La Plata,La Plata,MULTIPOINT ((-58.169929467434756 -34.95206895761695))
298,Buenos Aires,Laprida,Laprida,MULTIPOINT ((-60.801027326453216 -37.544226004941514))
299,Buenos Aires,Laprida,Laprida,MULTIPOINT ((-60.77408260421783 -37.523701212581074))
300,Buenos Aires,Laprida,Laprida,MULTIPOINT ((-60.96104234157694 -37.228861355439385))
301,Buenos Aires,Las Flores,Las Flores,MULTIPOINT ((-59.06808688742417 -35.94046108904361))
302,Buenos Aires,Las Flores,Las Flores,MULTIPOINT ((-59.40607052696417 -35.880275622597544))
303,Buenos Aires,Las Flores,Las Flores,MULTIPOINT ((-59.09986397747568 -36.01426875330859))
304,Buenos Aires,Las Flores,Las Flores,MULTIPOINT ((-59.365035051413244 -36.245041111258885))
305,Buenos Aires,Leandro N. Alem,Leandro N. Alem,MULTIPOINT ((-61.84657415603679 -34.43971275389304))
306,Buenos Aires,Leandro N. Alem,Leandro N. Alem,MULTIPOINT ((-61.58290848822571 -34.652861581626375))
307,Buenos Aires,Leandro N. Alem,Leandro N. Alem,MULTIPOINT ((-61.51518016986663 -34.34234839549415))
308,Buenos Aires,Leandro N. Alem,Leandro N. Alem,MULTIPOINT ((-61.81209015446526 -34.43851633138308))
309,Buenos Aires,Leandro N. Alem,Leandro N. Alem,MULTIPOINT ((-61.39122242320843 -34.51957374508343))
310,Buenos Aires,Leandro N. Alem,Leandro N. Alem,MULTIPOINT ((-61.542310596994106 -34.49790717773744))
311,Buenos Aires,Lincoln,Lincoln,MULTIPOINT ((-61.77432129024834 -34.98502102167761))
312,Buenos Aires,Lincoln,Lincoln,MULTIPOINT ((-61.28729038321227 -34.8674710803271))
313,Buenos Aires,Lincoln,Lincoln,MULTIPOINT ((-61.32868506902487 -34.69462372185816))
314,Buenos Aires,Lincoln,Lincoln,MULTIPOINT ((-61.992628437232455 -35.39233763871908))
315,Buenos Aires,Lincoln,Lincoln,MULTIPOINT ((-61.614305224751234 -35.330757064308))
316,Buenos Aires,Lincoln,Lincoln,MULTIPOINT ((-61.51882384694137 -35.08983003817028))
317,Buenos Aires,Lincoln,Lincoln,MULTIPOINT ((-61.80555020293002 -35.364580921418565))
318,Buenos Aires,Lincoln,Lincoln,MULTIPOINT ((-61.5294113017458 -34.86817690645096))
319,Buenos Aires,Lincoln,Lincoln,MULTIPOINT ((-62.24415880148579 -35.14135850774262))
320,Buenos Aires,Lincoln,Lincoln,MULTIPOINT ((-61.9704389327608 -35.14291246202565))
321,Buenos Aires,Lincoln,Lincoln,MULTIPOINT ((-61.46499181065546 -34.67577372272054))
322,Buenos Aires,Lobería,Lobería,MULTIPOINT ((-58.557354469977454 -38.54507246775533))
323,Buenos Aires,Lobería,Lobería,MULTIPOINT ((-58.912554210971635 -37.90851062200759))
324,Buenos Aires,Lobería,Lobería,MULTIPOINT ((-58.78184679871009 -38.16338492861138))
325,Buenos Aires,Lobería,Lobería,MULTIPOINT ((-58.67237662491533 -38.39411693439934))
326,Buenos Aires,Lobería,Lobería,MULTIPOINT ((-58.84848671598269 -37.78648587499915))
327,Buenos Aires,Lobería,Lobería,MULTIPOINT ((-58.73914693968199 -38.20199053591225))
328,Buenos Aires,Lobos,Lobos,MULTIPOINT ((-59.34539610782074 -35.201045956170084))
329,Buenos Aires,Lobos,Lobos,MULTIPOINT ((-59.485652093980455 -35.242751861954574))
330,Buenos Aires,Lobos,Lobos,MULTIPOINT ((-59.135064331877444 -35.273782639521855))
331,Buenos Aires,Lobos,Lobos,MULTIPOINT ((-59.097834161403604 -35.18542554687132))
332,Buenos Aires,Lobos,Lobos,MULTIPOINT ((-59.17013591607799 -35.3006709969199))
333,Buenos Aires,Lomas de Zamora,Lomas de Zamora,MULTIPOINT ((-58.4027167976743 -34.75728381743735))
334,Buenos Aires,Luján,Luján,MULTIPOINT ((-59.21954621472622 -34.48675182601047))
335,Buenos Aires,Luján,Luján,MULTIPOINT ((-59.02526065125464 -34.57018787488632))
336,Buenos Aires,Luján,Luján,MULTIPOINT ((-59.12111831874377 -34.56335740997677))
337,Buenos Aires,Luján,Luján,MULTIPOINT ((-59.25519972610686 -34.627893595254676))
338,Buenos Aires,Luján,Luján,MULTIPOINT ((-59.127864237460926 -34.43099166045753))
339,Buenos Aires,Magdalena,Magdalena,MULTIPOINT ((-57.535489506457566 -35.02429521728671))
340,Buenos Aires,Magdalena,Magdalena,MULTIPOINT ((-57.74688702410484 -35.079721720860505))
341,Buenos Aires,Magdalena,Magdalena,MULTIPOINT ((-57.70284464015507 -34.995099054073286))
342,Buenos Aires,Magdalena,Magdalena,MULTIPOINT ((-57.51760189441852 -35.080739355989834))
343,Buenos Aires,Magdalena,Magdalena,MULTIPOINT ((-57.653544286783486 -35.181055337645276))
344,Buenos Aires,Magdalena,Magdalena,MULTIPOINT ((-57.57491977974537 -35.267464487668775))
345,Buenos Aires,Maipú,Maipú,MULTIPOINT ((-57.829420070675944 -37.086333288103))
346,Buenos Aires,Maipú,Maipú,MULTIPOINT ((-57.88312332183157 -36.86295870246591))
347,Buenos Aires,Maipú,Maipú,MULTIPOINT ((-57.58616745111558 -36.71155977827523))
348,Buenos Aires,Malvinas Argentinas,Malvinas Argentinas,MULTIPOINT ((-58.70108760387614 -34.4987952014085))
349,Buenos Aires,Mar Chiquita,Mar Chiquita,MULTIPOINT ((-57.729391765839495 -37.446516203999046))
350,Buenos Aires,Mar Chiquita,Mar Chiquita,MULTIPOINT ((-57.774196637636095 -37.275973858342766))
351,Buenos Aires,Mar Chiquita,Mar Chiquita,MULTIPOINT ((-57.63418952592296 -37.77398633525938))
352,Buenos Aires,Mar Chiquita,Mar Chiquita,MULTIPOINT ((-57.425410275299534 -37.745539477820394))
353,Buenos Aires,Mar Chiquita,Mar Chiquita,MULTIPOINT ((-57.45439124744513 -37.77370054129343))
354,Buenos Aires,Mar Chiquita,Mar Chiquita,MULTIPOINT ((-57.50749026456761 -37.83438017354048))
355,Buenos Aires,Mar Chiquita,Mar Chiquita,MULTIPOINT ((-57.668120806465744 -37.663155091368125))
356,Buenos Aires,Marcos Paz,Marcos Paz,MULTIPOINT ((-58.78045002309218 -34.95153756601866))
357,Buenos Aires,Marcos Paz,Marcos Paz,MULTIPOINT ((-58.8378890904427 -34.78249589794296))
358,Buenos Aires,Mercedes,Mercedes,MULTIPOINT ((-59.28744871940624 -34.60199027128127))
359,Buenos Aires,Mercedes,Mercedes,MULTIPOINT ((-59.35475990031319 -34.654142258506056))
360,Buenos Aires,Mercedes,Mercedes,MULTIPOINT ((-59.43138744044999 -34.65073321090116))
361,Buenos Aires,Mercedes,Mercedes,MULTIPOINT ((-59.31852578265407 -34.69767698386219))
362,Buenos Aires,Merlo,Merlo,MULTIPOINT ((-58.72794811437366 -34.664983227646424))
363,Buenos Aires,Monte,Monte,MULTIPOINT ((-58.80278335812666 -35.281324249837255))
364,Buenos Aires,Monte,Monte,MULTIPOINT ((-58.80345144805083 -35.44104388105775))
365,Buenos Aires,Monte,Monte,MULTIPOINT ((-58.8864507537748 -35.54208448978319))
366,Buenos Aires,Monte Hermoso,Monte Hermoso,MULTIPOINT ((-61.20801135237403 -38.9937618197022))
367,Buenos Aires,Monte Hermoso,Monte Hermoso,MULTIPOINT ((-61.29092874567107 -38.98666324904265))
368,Buenos Aires,Moreno,Moreno,MULTIPOINT ((-58.7900019154825 -34.65129232750219))
369,Buenos Aires,Morón,Morón,MULTIPOINT ((-58.62185409844975 -34.651057923181426))
370,Buenos Aires,Navarro,Navarro,MULTIPOINT ((-59.542229637720965 -34.92158516738757))
371,Buenos Aires,Navarro,Navarro,MULTIPOINT ((-59.51270261698488 -35.052940266269594))
372,Buenos Aires,Navarro,Navarro,MULTIPOINT ((-59.27828398280017 -35.005906715327704))
373,Buenos Aires,Navarro,Navarro,MULTIPOINT ((-59.651870543301285 -35.07795018717776))
374,Buenos Aires,Necochea,Necochea,MULTIPOINT ((-59.29106956392937 -37.89343041256453))
375,Buenos Aires,Necochea,Necochea,MULTIPOINT ((-59.34081179887945 -38.55794328022563))
376,Buenos Aires,Necochea,Necochea,MULTIPOINT ((-59.263923455979565 -38.00552279693009))
377,Buenos Aires,Necochea,Necochea,MULTIPOINT ((-58.73923682044075 -38.5544601626934))
378,Buenos Aires,Necochea,Necochea,MULTIPOINT ((-59.2027437728131 -38.28305190800383))
379,Buenos Aires,Necochea,Necochea,MULTIPOINT ((-59.330507986393826 -38.449126631871984))
380,Buenos Aires,9 de Julio,9 de Julio,MULTIPOINT ((-61.4058045162937 -35.29235519253732))
381,Buenos Aires,9 de Julio,9 de Julio,MULTIPOINT ((-60.823278754796696 -35.23715097295545))
382,Buenos Aires,9 de Julio,9 de Julio,MULTIPOINT ((-60.919147323490314 -35.60516645420912))
383,Buenos Aires,9 de Julio,9 de Julio,MULTIPOINT ((-60.709500830652935 -35.65026768718952))
384,Buenos Aires,9 de Julio,9 de Julio,MULTIPOINT ((-61.207805465504094 -35.40870745836007))
385,Buenos Aires,9 de Julio,9 de Julio,MULTIPOINT ((-61.00129351158327 -35.51799588133528))
386,Buenos Aires,Olavarría,Olavarría,MULTIPOINT ((-61.08590632652433 -36.651788448562655))
387,Buenos Aires,9 de Julio,9 de Julio,MULTIPOINT ((-60.74507028746098 -35.3516198354707))
388,Buenos Aires,9 de Julio,9 de Julio,MULTIPOINT ((-60.56202544031771 -35.55454169994298))
389,Buenos Aires,9 de Julio,9 de Julio,MULTIPOINT ((-60.79439119210439 -35.53511905987059))
390,Buenos Aires,9 de Julio,9 de Julio,MULTIPOINT ((-60.88462748460209 -35.44393527958468))
391,Buenos Aires,9 de Julio,9 de Julio,MULTIPOINT ((-60.71654961924431 -35.44121936608927))
392,Buenos Aires,9 de Julio,9 de Julio,MULTIPOINT ((-60.8749637021148 -35.49892060340731))
393,Buenos Aires,Olavarría,Olavarría,MULTIPOINT ((-60.88539273679247 -36.534532454129454))
394,Buenos Aires,Olavarría,Olavarría,MULTIPOINT ((-60.082383423654306 -36.86532346692226))
395,Buenos Aires,Olavarría,Olavarría,MULTIPOINT ((-60.11144431739378 -36.94875478315485))
396,Buenos Aires,Olavarría,Olavarría,MULTIPOINT ((-60.673148957158794 -36.412958282445516))
397,Buenos Aires,Olavarría,Olavarría,MULTIPOINT ((-60.16028199751953 -36.86584317994104))
398,Buenos Aires,Olavarría,Olavarría,MULTIPOINT ((-60.32319371437007 -36.893842322431475))
399,Buenos Aires,Olavarría,Olavarría,MULTIPOINT ((-60.41645101286054 -37.125659804193376))
400,Buenos Aires,Olavarría,Olavarría,MULTIPOINT ((-60.226751825722296 -36.844883448646875))
401,Buenos Aires,Olavarría,Olavarría,MULTIPOINT ((-60.1560578773282 -36.93661190764073))
402,Buenos Aires,Olavarría,Olavarría,MULTIPOINT ((-60.278601724052386 -36.98100493790813))
403,Buenos Aires,Olavarría,Olavarría,MULTIPOINT ((-60.311291456648995 -36.98928125027742))
404,Buenos Aires,Patagones,Patagones,MULTIPOINT ((-62.236763109542075 -40.55464811708893))
405,Buenos Aires,Patagones,Patagones,MULTIPOINT ((-62.755627171391964 -40.65015577955957))
406,Buenos Aires,Patagones,Patagones,MULTIPOINT ((-62.98360218580402 -40.80251515327341))
407,Buenos Aires,Patagones,Patagones,MULTIPOINT ((-62.544123049401385 -40.4353207016459))
408,Buenos Aires,Patagones,Patagones,MULTIPOINT ((-62.65279463963087 -39.60245157672537))
409,Buenos Aires,Patagones,Patagones,MULTIPOINT ((-62.62024765919122 -40.185829201162655))
410,Buenos Aires,Patagones,Patagones,MULTIPOINT ((-62.61877068821773 -39.91757403529192))
411,Buenos Aires,Pehuajó,Pehuajó,MULTIPOINT ((-62.22422799012398 -35.912408463372536))
412,Buenos Aires,Pehuajó,Pehuajó,MULTIPOINT ((-61.74224215887531 -35.73151431380082))
413,Buenos Aires,Pehuajó,Pehuajó,MULTIPOINT ((-62.06664720505957 -35.84939792202615))
414,Buenos Aires,Pehuajó,Pehuajó,MULTIPOINT ((-62.10952675503914 -35.71942981441216))
415,Buenos Aires,Pehuajó,Pehuajó,MULTIPOINT ((-62.29471763140465 -35.84937028520097))
416,Buenos Aires,Pehuajó,Pehuajó,MULTIPOINT ((-61.72232939218743 -36.08447668822096))
417,Buenos Aires,Pehuajó,Pehuajó,MULTIPOINT ((-62.00673862132148 -36.22774912513754))
418,Buenos Aires,Pehuajó,Pehuajó,MULTIPOINT ((-61.81354751006087 -35.91864964441743))
419,Buenos Aires,Pehuajó,Pehuajó,MULTIPOINT ((-61.89896821300884 -35.810805332515834))
420,Buenos Aires,Pehuajó,Pehuajó,MULTIPOINT ((-61.64996896414866 -35.71491841940113))
421,Buenos Aires,Pellegrini,Pellegrini,MULTIPOINT ((-63.077533215167996 -36.206099536136826))
422,Buenos Aires,Pellegrini,Pellegrini,MULTIPOINT ((-63.25967407548612 -36.34050189449183))
423,Buenos Aires,Pellegrini,Pellegrini,MULTIPOINT ((-63.16472189961597 -36.26791418822861))
424,Buenos Aires,Pergamino,Pergamino,MULTIPOINT ((-60.4399592941223 -33.755038503165885))
425,Buenos Aires,Pergamino,Pergamino,MULTIPOINT ((-60.460033343736754 -33.912063973021986))
426,Buenos Aires,Pergamino,Pergamino,MULTIPOINT ((-60.400165144879495 -33.67612925335348))
427,Buenos Aires,Pergamino,Pergamino,MULTIPOINT ((-60.48796899601452 -33.83138154369094))
428,Buenos Aires,Pergamino,Pergamino,MULTIPOINT ((-60.382839664175464 -33.924309503994586))
429,Buenos Aires,Pergamino,Pergamino,MULTIPOINT ((-60.16851220783036 -33.733064625314995))
430,Buenos Aires,Pergamino,Pergamino,MULTIPOINT ((-60.65103660230214 -33.76499642049545))
431,Buenos Aires,Pergamino,Pergamino,MULTIPOINT ((-60.58342200630225 -33.70784709605327))
432,Buenos Aires,Pergamino,Pergamino,MULTIPOINT ((-60.83712546385417 -33.91350853439314))
433,Buenos Aires,Pergamino,Pergamino,MULTIPOINT ((-60.574586192967764 -33.891109144608095))
434,Buenos Aires,Pergamino,Pergamino,MULTIPOINT ((-60.73066139753878 -33.99328465789482))
435,Buenos Aires,Pergamino,Pergamino,MULTIPOINT ((-60.50281546472078 -34.029793347298906))
436,Buenos Aires,Pergamino,Pergamino,MULTIPOINT ((-60.70857996179033 -33.66370176969424))
437,Buenos Aires,Pergamino,Pergamino,MULTIPOINT ((-60.413503795923155 -34.09166793090772))
438,Buenos Aires,Pila,Pila,MULTIPOINT ((-58.55142936877278 -36.31636080521119))
439,Buenos Aires,Pila,Pila,MULTIPOINT ((-58.14106769648901 -36.00418524149533))
440,Buenos Aires,Pilar,Pilar,MULTIPOINT ((-58.91396791173105 -34.45869652559364))
441,Buenos Aires,Pinamar,Pinamar,MULTIPOINT ((-56.86523368917155 -37.111081116397926))
442,Buenos Aires,Presidente Perón,Presidente Perón,MULTIPOINT ((-58.37929953655014 -34.917771925583516))
443,Buenos Aires,Puán,Puán,MULTIPOINT ((-62.90128600763368 -37.70421479330415))
444,Buenos Aires,Puán,Puán,MULTIPOINT ((-63.04337357824646 -37.80551470946505))
445,Buenos Aires,Puán,Puán,MULTIPOINT ((-63.16102681014472 -37.68945299837026))
446,Buenos Aires,Puán,Puán,MULTIPOINT ((-62.935638980216986 -37.909750690512396))
447,Buenos Aires,Puán,Puán,MULTIPOINT ((-62.91478305177417 -38.10991522310001))
448,Buenos Aires,Puán,Puán,MULTIPOINT ((-62.82242069655658 -38.009240658615795))
449,Buenos Aires,Puán,Puán,MULTIPOINT ((-62.726206118287514 -38.11949398063779))
450,Buenos Aires,Puán,Puán,MULTIPOINT ((-62.768336467684115 -37.548095015868526))
451,Buenos Aires,Puán,Puán,MULTIPOINT ((-62.98128493090987 -38.301759056801416))
452,Buenos Aires,Puán,Puán,MULTIPOINT ((-62.803444347368405 -37.39492142406068))
453,Buenos Aires,Puán,Puán,MULTIPOINT ((-63.23534290540242 -38.17175295355332))
454,Buenos Aires,Punta Indio,Punta Indio,MULTIPOINT ((-57.4539642083357 -35.32173480415797))
455,Buenos Aires,Punta Indio,Punta Indio,MULTIPOINT ((-57.328324292727096 -35.530197628551505))
456,Buenos Aires,Punta Indio,Punta Indio,MULTIPOINT ((-57.24747048885417 -35.26856278012672))
457,Buenos Aires,Punta Indio,Punta Indio,MULTIPOINT ((-57.33817160968614 -35.387409659369695))
458,Buenos Aires,Quilmes,Quilmes,MULTIPOINT ((-58.260365309557635 -34.71885825305744))
459,Buenos Aires,Ramallo,Ramallo,MULTIPOINT ((-59.97802842186874 -33.57042402160278))
460,Buenos Aires,Ramallo,Ramallo,MULTIPOINT ((-59.98885477560339 -33.637675010600034))
461,Buenos Aires,Ramallo,Ramallo,MULTIPOINT ((-60.09374105216561 -33.770193925886396))
462,Buenos Aires,Ramallo,Ramallo,MULTIPOINT ((-60.00443842417282 -33.48520211829333))
463,Buenos Aires,Ramallo,Ramallo,MULTIPOINT ((-60.14644976571471 -33.435977979550266))
464,Buenos Aires,Ramallo,Ramallo,MULTIPOINT ((-60.065553107803666 -33.49803273822))
465,Buenos Aires,Rauch,Rauch,MULTIPOINT ((-59.08828914297174 -36.77441470683954))
466,Buenos Aires,Rivadavia,Rivadavia,MULTIPOINT ((-62.975891683134776 -35.48916404798576))
467,Buenos Aires,Rivadavia,Rivadavia,MULTIPOINT ((-63.02405744812963 -35.702624319777094))
468,Buenos Aires,Rivadavia,Rivadavia,MULTIPOINT ((-63.38029121226088 -35.5552866415641))
469,Buenos Aires,Rivadavia,Rivadavia,MULTIPOINT ((-63.373671629712426 -35.87019430360535))
470,Buenos Aires,Rivadavia,Rivadavia,MULTIPOINT ((-63.290956350595415 -35.8468999842255))
471,Buenos Aires,Rivadavia,Rivadavia,MULTIPOINT ((-63.188285294503565 -35.510773194275124))
472,Buenos Aires,Rivadavia,Rivadavia,MULTIPOINT ((-63.21432557539418 -35.27439081839145))
473,Buenos Aires,Rivadavia,Rivadavia,MULTIPOINT ((-63.14020934381988 -35.764548358480496))
474,Buenos Aires,Rojas,Rojas,MULTIPOINT ((-61.01128429916199 -34.15413910011492))
475,Buenos Aires,Rojas,Rojas,MULTIPOINT ((-60.867621194084634 -34.03687452514756))
476,Buenos Aires,Rojas,Rojas,MULTIPOINT ((-60.65407492369815 -34.371815485463586))
477,Buenos Aires,Rojas,Rojas,MULTIPOINT ((-60.783789954428414 -34.359645709867515))
478,Buenos Aires,Rojas,Rojas,MULTIPOINT ((-60.66767978149632 -34.087718856831046))
479,Buenos Aires,Rojas,Rojas,MULTIPOINT ((-60.872256471784695 -34.26897021554675))
